Title,Authors,pdf,supp,arXiv
SuperSVG: Superpixel-based Scalable Vector Graphics Synthesis,"Teng Hu, Ran Yi, Baihong Qian, Jiangning Zhang, Paul L. Rosin, Yu-Kun Lai",https://openaccess.thecvf.com/content/CVPR2024/papers/Hu_SuperSVG_Superpixel-based_Scalable_Vector_Graphics_Synthesis_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hu_SuperSVG_Superpixel-based_Scalable_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.09794
AV2AV: Direct Audio-Visual Speech to Audio-Visual Speech Translation with Unified Audio-Visual Speech Representation,"Jeongsoo Choi, Se Jin Park, Minsu Kim, Yong Man Ro",https://openaccess.thecvf.com/content/CVPR2024/papers/Choi_AV2AV_Direct_Audio-Visual_Speech_to_Audio-Visual_Speech_Translation_with_Unified_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Choi_AV2AV_Direct_Audio-Visual_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.02512
Towards the Uncharted: Density-Descending Feature Perturbation for Semi-supervised Semantic Segmentation,"Xiaoyang Wang, Huihui Bai, Limin Yu, Yao Zhao, Jimin Xiao",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Towards_the_Uncharted_Density-Descending_Feature_Perturbation_for_Semi-supervised_Semantic_Segmentation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.06462
WALT3D: Generating Realistic Training Data from Time-Lapse Imagery for Reconstructing Dynamic Objects Under Occlusion,"Khiem Vuong, N Dinesh Reddy, Robert Tamburo, Srinivasa G. Narasimhan",https://openaccess.thecvf.com/content/CVPR2024/papers/Vuong_WALT3D_Generating_Realistic_Training_Data_from_Time-Lapse_Imagery_for_Reconstructing_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Vuong_WALT3D_Generating_Realistic_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.19022
RTMO: Towards High-Performance One-Stage Real-Time Multi-Person Pose Estimation,"Peng Lu, Tao Jiang, Yining Li, Xiangtai Li, Kai Chen, Wenming Yang",https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_RTMO_Towards_High-Performance_One-Stage_Real-Time_Multi-Person_Pose_Estimation_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2312.07526
Contrastive Mean-Shift Learning for Generalized Category Discovery,"Sua Choi, Dahyun Kang, Minsu Cho",https://openaccess.thecvf.com/content/CVPR2024/papers/Choi_Contrastive_Mean-Shift_Learning_for_Generalized_Category_Discovery_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Choi_Contrastive_Mean-Shift_Learning_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.09451
Towards Language-Driven Video Inpainting via Multimodal Large Language Models,"Jianzong Wu, Xiangtai Li, Chenyang Si, Shangchen Zhou, Jingkang Yang, Jiangning Zhang, Yining Li, Kai Chen, Yunhai Tong, Ziwei Liu, Chen Change Loy",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Towards_Language-Driven_Video_Inpainting_via_Multimodal_Large_Language_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_Towards_Language-Driven_Video_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2401.10226
WaveFace: Authentic Face Restoration with Efficient Frequency Recovery,"Yunqi Miao, Jiankang Deng, Jungong Han",https://openaccess.thecvf.com/content/CVPR2024/papers/Miao_WaveFace_Authentic_Face_Restoration_with_Efficient_Frequency_Recovery_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Miao_WaveFace_Authentic_Face_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.12760
CLIP-KD: An Empirical Study of CLIP Model Distillation,"Chuanguang Yang, Zhulin An, Libo Huang, Junyu Bi, Xinqiang Yu, Han Yang, Boyu Diao, Yongjun Xu",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_CLIP-KD_An_Empirical_Study_of_CLIP_Model_Distillation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_CLIP-KD_An_Empirical_CVPR_2024_supplemental.pdf,
UltrAvatar: A Realistic Animatable 3D Avatar Diffusion Model with Authenticity Guided Textures,"Mingyuan Zhou, Rakib Hyder, Ziwei Xuan, Guojun Qi",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_UltrAvatar_A_Realistic_Animatable_3D_Avatar_Diffusion_Model_with_Authenticity_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_UltrAvatar_A_Realistic_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2401.11078
OneTracker: Unifying Visual Object Tracking with Foundation Models and Efficient Tuning,"Lingyi Hong, Shilin Yan, Renrui Zhang, Wanyun Li, Xinyu Zhou, Pinxue Guo, Kaixun Jiang, Yiting Chen, Jinglun Li, Zhaoyu Chen, Wenqiang Zhang",https://openaccess.thecvf.com/content/CVPR2024/papers/Hong_OneTracker_Unifying_Visual_Object_Tracking_with_Foundation_Models_and_Efficient_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hong_OneTracker_Unifying_Visual_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.09634
SC-Tune: Unleashing Self-Consistent Referential Comprehension in Large Vision Language Models,"Tongtian Yue, Jie Cheng, Longteng Guo, Xingyuan Dai, Zijia Zhao, Xingjian He, Gang Xiong, Yisheng Lv, Jing Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Yue_SC-Tune_Unleashing_Self-Consistent_Referential_Comprehension_in_Large_Vision_Language_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yue_SC-Tune_Unleashing_Self-Consistent_CVPR_2024_supplemental.pdf,
Improving Depth Completion via Depth Feature Upsampling,"Yufei Wang, Ge Zhang, Shaoqian Wang, Bo Li, Qi Liu, Le Hui, Yuchao Dai",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Improving_Depth_Completion_via_Depth_Feature_Upsampling_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_Improving_Depth_Completion_CVPR_2024_supplemental.pdf,
NeRSP: Neural 3D Reconstruction for Reflective Objects with Sparse Polarized Images,"Yufei Han, Heng Guo, Koki Fukai, Hiroaki Santo, Boxin Shi, Fumio Okura, Zhanyu Ma, Yunpeng Jia",https://openaccess.thecvf.com/content/CVPR2024/papers/Han_NeRSP_Neural_3D_Reconstruction_for_Reflective_Objects_with_Sparse_Polarized_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Han_NeRSP_Neural_3D_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.07111
Retrieval-Augmented Embodied Agents,"Yichen Zhu, Zhicai Ou, Xiaofeng Mou, Jian Tang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_Retrieval-Augmented_Embodied_Agents_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_Retrieval-Augmented_Embodied_Agents_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.11699
SAFDNet: A Simple and Effective Network for Fully Sparse 3D Object Detection,"Gang Zhang, Junnan Chen, Guohuan Gao, Jianmin Li, Si Liu, Xiaolin Hu",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_SAFDNet_A_Simple_and_Effective_Network_for_Fully_Sparse_3D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_SAFDNet_A_Simple_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.05817
Attention-Propagation Network for Egocentric Heatmap to 3D Pose Lifting,"Taeho Kang, Youngki Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Kang_Attention-Propagation_Network_for_Egocentric_Heatmap_to_3D_Pose_Lifting_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kang_Attention-Propagation_Network_for_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2402.18330
OmniMotionGPT: Animal Motion Generation with Limited Data,"Zhangsihao Yang, Mingyuan Zhou, Mengyi Shan, Bingbing Wen, Ziwei Xuan, Mitch Hill, Junjie Bai, Guo-Jun Qi, Yalin Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_OmniMotionGPT_Animal_Motion_Generation_with_Limited_Data_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_OmniMotionGPT_Animal_Motion_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2311.18303
SNI-SLAM: Semantic Neural Implicit SLAM,"Siting Zhu, Guangming Wang, Hermann Blum, Jiuming Liu, Liang Song, Marc Pollefeys, Hesheng Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_SNI-SLAM_Semantic_Neural_Implicit_SLAM_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhu_SNI-SLAM_Semantic_Neural_CVPR_2024_supplemental.zip,
InstanceDiffusion: Instance-level Control for Image Generation,"Xudong Wang, Trevor Darrell, Sai Saketh Rambhatla, Rohit Girdhar, Ishan Misra",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_InstanceDiffusion_Instance-level_Control_for_Image_Generation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_InstanceDiffusion_Instance-level_Control_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2402.03290
Unifying Top-down and Bottom-up Scanpath Prediction Using Transformers,"Zhibo Yang, Sounak Mondal, Seoyoung Ahn, Ruoyu Xue, Gregory Zelinsky, Minh Hoai, Dimitris Samaras",https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Unifying_Top-down_and_Bottom-up_Scanpath_Prediction_Using_Transformers_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Unifying_Top-down_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2303.09383
HINTED: Hard Instance Enhanced Detector with Mixed-Density Feature Fusion for Sparsely-Supervised 3D Object Detection,"Qiming Xia, Wei Ye, Hai Wu, Shijia Zhao, Leyuan Xing, Xun Huang, Jinhao Deng, Xin Li, Chenglu Wen, Cheng Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Xia_HINTED_Hard_Instance_Enhanced_Detector_with_Mixed-Density_Feature_Fusion_for_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xia_HINTED_Hard_Instance_CVPR_2024_supplemental.pdf,
Structured Gradient-based Interpretations via Norm-Regularized Adversarial Training,"Shizhan Gong, Qi Dou, Farzan Farnia",https://openaccess.thecvf.com/content/CVPR2024/papers/Gong_Structured_Gradient-based_Interpretations_via_Norm-Regularized_Adversarial_Training_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gong_Structured_Gradient-based_Interpretations_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.04647
Building a Strong Pre-Training Baseline for Universal 3D Large-Scale Perception,"Haoming Chen, Zhizhong Zhang, Yanyun Qu, Ruixin Zhang, Xin Tan, Yuan Xie",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Building_a_Strong_Pre-Training_Baseline_for_Universal_3D_Large-Scale_Perception_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Building_a_Strong_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.07201
DS-NeRV: Implicit Neural Video Representation with Decomposed Static and Dynamic Codes,"Hao Yan, Zhihui Ke, Xiaobo Zhou, Tie Qiu, Xidong Shi, Dadong Jiang",https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_DS-NeRV_Implicit_Neural_Video_Representation_with_Decomposed_Static_and_Dynamic_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yan_DS-NeRV_Implicit_Neural_CVPR_2024_supplemental.pdf,
3D-Aware Face Editing via Warping-Guided Latent Direction Learning,"Yuhao Cheng, Zhuo Chen, Xingyu Ren, Wenhan Zhu, Zhengqin Xu, Di Xu, Changpeng Yang, Yichao Yan",https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_3D-Aware_Face_Editing_via_Warping-Guided_Latent_Direction_Learning_CVPR_2024_paper.pdf,,
3DFIRES: Few Image 3D REconstruction for Scenes with Hidden Surfaces,"Linyi Jin, Nilesh Kulkarni, David F. Fouhey",https://openaccess.thecvf.com/content/CVPR2024/papers/Jin_3DFIRES_Few_Image_3D_REconstruction_for_Scenes_with_Hidden_Surfaces_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2403.08768
CAT-Seg: Cost Aggregation for Open-Vocabulary Semantic Segmentation,"Seokju Cho, Heeseong Shin, Sunghwan Hong, Anurag Arnab, Paul Hongsuck Seo, Seungryong Kim",https://openaccess.thecvf.com/content/CVPR2024/papers/Cho_CAT-Seg_Cost_Aggregation_for_Open-Vocabulary_Semantic_Segmentation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cho_CAT-Seg_Cost_Aggregation_CVPR_2024_supplemental.pdf,
Focus on Your Instruction: Fine-grained and Multi-instruction Image Editing by Attention Modulation,"Qin Guo, Tianwei Lin",https://openaccess.thecvf.com/content/CVPR2024/papers/Guo_Focus_on_Your_Instruction_Fine-grained_and_Multi-instruction_Image_Editing_by_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Guo_Focus_on_Your_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.10113
SDSTrack: Self-Distillation Symmetric Adapter Learning for Multi-Modal Visual Object Tracking,"Xiaojun Hou, Jiazheng Xing, Yijie Qian, Yaowei Guo, Shuo Xin, Junhao Chen, Kai Tang, Mengmeng Wang, Zhengkai Jiang, Liang Liu, Yong Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Hou_SDSTrack_Self-Distillation_Symmetric_Adapter_Learning_for_Multi-Modal_Visual_Object_Tracking_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hou_SDSTrack_Self-Distillation_Symmetric_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.16002
MCPNet: An Interpretable Classifier via Multi-Level Concept Prototypes,"Bor-Shiun Wang, Chien-Yi Wang, Wei-Chen Chiu",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_MCPNet_An_Interpretable_Classifier_via_Multi-Level_Concept_Prototypes_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_MCPNet_An_Interpretable_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.08968
Semantic Shield: Defending Vision-Language Models Against Backdooring and Poisoning via Fine-grained Knowledge Alignment,"Alvi Md Ishmam, Christopher Thomas",https://openaccess.thecvf.com/content/CVPR2024/papers/Ishmam_Semantic_Shield_Defending_Vision-Language_Models_Against_Backdooring_and_Poisoning_via_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ishmam_Semantic_Shield_Defending_CVPR_2024_supplemental.pdf,
AvatarGPT: All-in-One Framework for Motion Understanding Planning Generation and Beyond,"Zixiang Zhou, Yu Wan, Baoyuan Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_AvatarGPT_All-in-One_Framework_for_Motion_Understanding_Planning_Generation_and_Beyond_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_AvatarGPT_All-in-One_Framework_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.16468
Rethinking the Up-Sampling Operations in CNN-based Generative Network for Generalizable Deepfake Detection,"Chuangchuang Tan, Yao Zhao, Shikui Wei, Guanghua Gu, Ping Liu, Yunchao Wei",https://openaccess.thecvf.com/content/CVPR2024/papers/Tan_Rethinking_the_Up-Sampling_Operations_in_CNN-based_Generative_Network_for_Generalizable_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2312.10461
Co-Speech Gesture Video Generation via Motion-Decoupled Diffusion Model,"Xu He, Qiaochu Huang, Zhensong Zhang, Zhiwei Lin, Zhiyong Wu, Sicheng Yang, Minglei Li, Zhiyi Chen, Songcen Xu, Xiaofei Wu",https://openaccess.thecvf.com/content/CVPR2024/papers/He_Co-Speech_Gesture_Video_Generation_via_Motion-Decoupled_Diffusion_Model_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/He_Co-Speech_Gesture_Video_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.01862
CDFormer: When Degradation Prediction Embraces Diffusion Model for Blind Image Super-Resolution,"Qingguo Liu, Chenyi Zhuang, Pan Gao, Jie Qin",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_CDFormer_When_Degradation_Prediction_Embraces_Diffusion_Model_for_Blind_Image_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_CDFormer_When_Degradation_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2405.07648
HumanRef: Single Image to 3D Human Generation via Reference-Guided Diffusion,"Jingbo Zhang, Xiaoyu Li, Qi Zhang, Yanpei Cao, Ying Shan, Jing Liao",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_HumanRef_Single_Image_to_3D_Human_Generation_via_Reference-Guided_Diffusion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_HumanRef_Single_Image_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2311.16961
GlitchBench: Can Large Multimodal Models Detect Video Game Glitches?,"Mohammad Reza Taesiri, Tianjun Feng, Cor-Paul Bezemer, Anh Nguyen",https://openaccess.thecvf.com/content/CVPR2024/papers/Taesiri_GlitchBench_Can_Large_Multimodal_Models_Detect_Video_Game_Glitches_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Taesiri_GlitchBench_Can_Large_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.05291
Rethinking Interactive Image Segmentation with Low Latency High Quality and Diverse Prompts,"Qin Liu, Jaemin Cho, Mohit Bansal, Marc Niethammer",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Rethinking_Interactive_Image_Segmentation_with_Low_Latency_High_Quality_and_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Liu_Rethinking_Interactive_Image_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2404.00741
ALGM: Adaptive Local-then-Global Token Merging for Efficient Semantic Segmentation with Plain Vision Transformers,"Narges Norouzi, Svetlana Orlova, Daan de Geus, Gijs Dubbelman",https://openaccess.thecvf.com/content/CVPR2024/papers/Norouzi_ALGM_Adaptive_Local-then-Global_Token_Merging_for_Efficient_Semantic_Segmentation_with_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Norouzi_ALGM_Adaptive_Local-then-Global_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2406.09936
DITTO: Dual and Integrated Latent Topologies for Implicit 3D Reconstruction,"Jaehyeok Shim, Kyungdon Joo",https://openaccess.thecvf.com/content/CVPR2024/papers/Shim_DITTO_Dual_and_Integrated_Latent_Topologies_for_Implicit_3D_Reconstruction_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shim_DITTO_Dual_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.05005
Single-Model and Any-Modality for Video Object Tracking,"Zongwei Wu, Jilai Zheng, Xiangxuan Ren, Florin-Alexandru Vasluianu, Chao Ma, Danda Pani Paudel, Luc Van Gool, Radu Timofte",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Single-Model_and_Any-Modality_for_Video_Object_Tracking_CVPR_2024_paper.pdf,,http://arxiv.org/abs/2311.15851
FlowTrack: Revisiting Optical Flow for Long-Range Dense Tracking,"Seokju Cho, Jiahui Huang, Seungryong Kim, Joon-Young Lee",https://openaccess.thecvf.com/content/CVPR2024/papers/Cho_FlowTrack_Revisiting_Optical_Flow_for_Long-Range_Dense_Tracking_CVPR_2024_paper.pdf,,
HIT: Estimating Internal Human Implicit Tissues from the Body Surface,"Marilyn Keller, Vaibhav Arora, Abdelmouttaleb Dakri, Shivam Chandhok, Jürgen Machann, Andreas Fritsche, Michael J. Black, Sergi Pujades",https://openaccess.thecvf.com/content/CVPR2024/papers/Keller_HIT_Estimating_Internal_Human_Implicit_Tissues_from_the_Body_Surface_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Keller_HIT_Estimating_Internal_CVPR_2024_supplemental.pdf,
DanceCamera3D: 3D Camera Movement Synthesis with Music and Dance,"Zixuan Wang, Jia Jia, Shikun Sun, Haozhe Wu, Rong Han, Zhenyu Li, Di Tang, Jiaqing Zhou, Jiebo Luo",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_DanceCamera3D_3D_Camera_Movement_Synthesis_with_Music_and_Dance_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_DanceCamera3D_3D_Camera_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.13667
Synthesize Diagnose and Optimize: Towards Fine-Grained Vision-Language Understanding,"Wujian Peng, Sicheng Xie, Zuyao You, Shiyi Lan, Zuxuan Wu",https://openaccess.thecvf.com/content/CVPR2024/papers/Peng_Synthesize_Diagnose_and_Optimize_Towards_Fine-Grained_Vision-Language_Understanding_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Peng_Synthesize_Diagnose_and_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.00081
Density-guided Translator Boosts Synthetic-to-Real Unsupervised Domain Adaptive Segmentation of 3D Point Clouds,"Zhimin Yuan, Wankang Zeng, Yanfei Su, Weiquan Liu, Ming Cheng, Yulan Guo, Cheng Wang",https://openaccess.thecvf.com/content/CVPR2024/papers/Yuan_Density-guided_Translator_Boosts_Synthetic-to-Real_Unsupervised_Domain_Adaptive_Segmentation_of_3D_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yuan_Density-guided_Translator_Boosts_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2403.18469
Cross Initialization for Face Personalization of Text-to-Image Models,"Lianyu Pang, Jian Yin, Haoran Xie, Qiping Wang, Qing Li, Xudong Mao",https://openaccess.thecvf.com/content/CVPR2024/papers/Pang_Cross_Initialization_for_Face_Personalization_of_Text-to-Image_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Pang_Cross_Initialization_for_CVPR_2024_supplemental.pdf,
LEDITS++: Limitless Image Editing using Text-to-Image Models,"Manuel Brack, Felix Friedrich, Katharia Kornmeier, Linoy Tsaban, Patrick Schramowski, Kristian Kersting, Apolinario Passos",https://openaccess.thecvf.com/content/CVPR2024/papers/Brack_LEDITS_Limitless_Image_Editing_using_Text-to-Image_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Brack_LEDITS_Limitless_Image_CVPR_2024_supplemental.pdf,
Video Interpolation with Diffusion Models,"Siddhant Jain, Daniel Watson, Eric Tabellion, Aleksander Ho?ynski, Ben Poole, Janne Kontkanen",https://openaccess.thecvf.com/content/CVPR2024/papers/Jain_Video_Interpolation_with_Diffusion_Models_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jain_Video_Interpolation_with_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2404.01203
WildlifeMapper: Aerial Image Analysis for Multi-Species Detection and Identification,"Satish Kumar, Bowen Zhang, Chandrakanth Gudavalli, Connor Levenson, Lacey Hughey, Jared A. Stabach, Irene Amoke, Gordon Ojwang, Joseph Mukeka, Stephen Mwiu, Joseph Ogutu, Howard Frederick, B.S. Manjunath",https://openaccess.thecvf.com/content/CVPR2024/papers/Kumar_WildlifeMapper_Aerial_Image_Analysis_for_Multi-Species_Detection_and_Identification_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kumar_WildlifeMapper_Aerial_Image_CVPR_2024_supplemental.pdf,
Learning Adaptive Spatial Coherent Correlations for Speech-Preserving Facial Expression Manipulation,"Tianshui Chen, Jianman Lin, Zhijing Yang, Chunmei Qing, Liang Lin",https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Learning_Adaptive_Spatial_Coherent_Correlations_for_Speech-Preserving_Facial_Expression_Manipulation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Learning_Adaptive_Spatial_CVPR_2024_supplemental.pdf,
Tune-An-Ellipse: CLIP Has Potential to Find What You Want,"Jinheng Xie, Songhe Deng, Bing Li, Haozhe Liu, Yawen Huang, Yefeng Zheng, Jurgen Schmidhuber, Bernard Ghanem, Linlin Shen, Mike Zheng Shou",https://openaccess.thecvf.com/content/CVPR2024/papers/Xie_Tune-An-Ellipse_CLIP_Has_Potential_to_Find_What_You_Want_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xie_Tune-An-Ellipse_CLIP_Has_CVPR_2024_supplemental.pdf,
Neural Spline Fields for Burst Image Fusion and Layer Separation,"Ilya Chugunov, David Shustin, Ruyu Yan, Chenyang Lei, Felix Heide",https://openaccess.thecvf.com/content/CVPR2024/papers/Chugunov_Neural_Spline_Fields_for_Burst_Image_Fusion_and_Layer_Separation_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chugunov_Neural_Spline_Fields_CVPR_2024_supplemental.pdf,http://arxiv.org/abs/2312.14235
WHAM: Reconstructing World-grounded Humans with Accurate 3D Motion,"Soyong Shin, Juyong Kim, Eni Halilaj, Michael J. Black",https://openaccess.thecvf.com/content/CVPR2024/papers/Shin_WHAM_Reconstructing_World-grounded_Humans_with_Accurate_3D_Motion_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Shin_WHAM_Reconstructing_World-grounded_CVPR_2024_supplemental.zip,http://arxiv.org/abs/2312.07531
NAPGuard: Towards Detecting Naturalistic Adversarial Patches,"Siyang Wu, Jiakai Wang, Jiejie Zhao, Yazhe Wang, Xianglong Liu",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_NAPGuard_Towards_Detecting_Naturalistic_Adversarial_Patches_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wu_NAPGuard_Towards_Detecting_CVPR_2024_supplemental.pdf,
DiffPerformer: Iterative Learning of Consistent Latent Guidance for Diffusion-based Human Video Generation,"Chenyang Wang, Zerong Zheng, Tao Yu, Xiaoqian Lv, Bineng Zhong, Shengping Zhang, Liqiang Nie",https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_DiffPerformer_Iterative_Learning_of_Consistent_Latent_Guidance_for_Diffusion-based_Human_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wang_DiffPerformer_Iterative_Learning_CVPR_2024_supplemental.pdf,
